"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RelevantIDFraudScore","Q_RelevantIDLastStartDate","settlement","ethnicity","ethnicity_5_TEXT","vote","english","regime","finance","generic_partisans_1","generic_partisans_2","generic_partisans_3","generic_partisans_4","generic_partisans_5","generic_partisans_6","generic_partisans_7","generic_partisans_8","party_choice","party_choice_8_TEXT","negative","negative_party","negative_party_8_TEXT","negative_specific_1","negative_specific_2","cross_pressured_part_1","cross_pressured_part_2","cross_pressured_part_3","cross_pressured_part_4","cross_pressured_part_5","cross_group_ster_1","cross_group_ster_2","cross_group_ster_3","cross_group_ster_4","cross_group_ster_5","cross_policy_1","cross_policy_2","cross_policy_3","cross_policy_4","cross_policy_5","Check","open_ingroup","Q136_First.Click","Q136_Last.Click","Q136_Page.Submit","Q136_Click.Count","sypm_ingroup_1","compromise_ingroup","compromising_ingroup","open_outgroup","Q137_First.Click","Q137_Last.Click","Q137_Page.Submit","Q137_Click.Count","symp_outgroup_1","compromise_outgroup","compromising_outgrou","training_6","training_7","education_6","education_7","education_8","urban_rural_6","urban_rural_7","urban_rural_8","class_6","class_7","class_8","ethnicity_6","ethnicity_7","ethnicity_8","communism_6","communism_7","communism_8","left_right","issues_econ1","issues_econ2","issues_econ3","issues_gender1","issues_gender2","issues_lgbt1","issues_lgbt2","issues_EU1","issues_immigr1","issues_immigr2","issues_environment","issues_russia1","issues_russia2","interest","treat_feeling","id","ANO","ODS","Pirati","SPD","KSCM","ANO2","ODS2","Pirati2","SPD2","KSCM2","ANO3","ODS3","Pirati3","SPD3","KSCM3","Fact1","Fact2","Fact3","Fact4","Q_AmbiguousTextPresent","Q_AmbiguousTextQuestions","Q_StraightliningCount","Q_StraightliningPercentage","Q_StraightliningQuestions","Q_UnansweredPercentage","Q_UnansweredQuestions","resp_id","Region","Region_lab","Gender","Gender_lab","Age","Residence","Residence_cat","Education","Education_lab","educ_in","educ_favoritism","urbrur_in","urbrur_favoritism","class_in","class_favoritism","ethn_in","ethn_favoritism","reg_in","reg_favoritism","cohorts","party","status"
"234","2024-11-04 12:00:48","2024-11-04 12:12:51","0","100","723","1","2024-11-04 12:12:52","R_2AZK5xF5vVvfeAU","anonymous","CS","1","","0","0","",1,1,"","1","Elementary knowledge",2,1,"5","2","4","4","1","5","3","2","8","Socdem","1","2","","2","4","","4","","","","","5","","","","","8","","","","1","Mají zkušenosti ,nejsou jednostranně orientovaní ","8.665","53.298","54.86","3","6","10","4","Mají jiný názor a zkušenosti ","25.101","25.101","46.669","1","6","9","3","0","10",7,11,12,10,12,8,14,10,6,30,0,0,0,9,21,"6","4","4","4","4","2","1","4","3","3","4","2","3","4","3","","0208d1b0-9a98-11ef-8278-73df964ad389","s vysokým příjmem","s nižším příjmem","z malé vesnice","s vysokoškolským vzděláním","křesťanského přesvědčení","ateistického přesvědčení","se základním vzděláním","se vysokoškolským vzděláním","se základním vzděláním","z malé vesnice",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","","","","","0","","3","0.6","QID140,QID159,QID164","0","","0208d1b0-9a98-11ef-8278-73df964ad389",8,"Královéhradecký ",1,"Muž",47,12618,"5.000 - 19.999",2,"Vysokoškolské",12,0.0666666666666667,12,0.0666666666666667,10,0,30,0.666666666666667,21,0.366666666666667,"45 to 60","Other","Medium"
"235","2024-11-04 12:03:31","2024-11-04 12:21:26","0","100","1075","1","2024-11-04 12:21:27","R_8dtYZqcTPBMRNeI","anonymous","CS","1","","0","25","",1,1,"","1","No knowledge",1,1,"10","5","1","6","5","5","1","5","1","","1","5","","4","4","9","","1","","","9","","1","","","5","","5","","","1","Střední vrstva s demokratickými názory. Pravidelně chodí k volbám. Žasne, kam spěje vláda v ČR - vysoká inflace, neuvěřitelné množství úředníků všeho druhu.","12.545","195.631","197.017","2","5","9","3","Většinou se stotožnuji s okolím.","11.545","11.545","72.201","1","5","9","3","0","10",5,10,15,10,10,10,9,15,6,20,5,5,10,10,10,"5","5","3","3","3","3","1","3","2","2","4","2","1","4","2","1","1a5a2de0-9a98-11ef-9e4e-27d1670e0713","křesťanského přesvědčení","s vysokoškolským vzděláním","z malé vesnice","z většího města","s vysokým příjmem","s nízkým příjmem","se základním vzděláním","z většího města","z malé vesnice","se základním vzděláním",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát","25 % voličů Pirátů má vysokoškolské vzdělání, ale 9 % voličů má základní vzdělání","73 % voličů Pirátů je nevěřících, ale 25 % voličů se identifikuje jako křesťané","26 % voličů Pirátů je z velkých měst, ale 26 % voličů je také z malých vesnic","32 % voličů Pirátů patří k pětině obyvatel s největším příjmem, ale 10 % voličů k pětině obyvatel s nejmenším příjmem","0","","2","0.4","QID164,QID68","0","","1a5a2de0-9a98-11ef-9e4e-27d1670e0713",12,"Olomoucký ",1,"Muž",74,11841,"5.000 - 19.999",1,"Střední s maturitou, vyšší odborné",10,0,10,0,15,0.166666666666667,20,0.333333333333333,10,0,"Over 60","ANO","Medium"
"236","2024-11-04 11:52:02","2024-11-04 12:22:48","0","100","1845","1","2024-11-04 12:22:49","R_2imkVwa3vh0X1WV","anonymous","CS","1","","0","0","",0,1,"","2","No knowledge",0,0,"5","5","2","3","3","5","5","5","1","","1","5","","3","4","5","","5","","","5","","5","","","5","","5","","","1","nedivím se lidé jsou již znechuceni","5.87","67.217","69.266","3","5","10","3","většinou lidé s velkým platem a velkého města","14.845","64.406","66.088","3","3","8","2","10","0",7,9,14,15,5,10,15,5,10,20,5,5,5,20,5,"5","5","5","5","2","1","3","2","2","3","3","2","4","3","2","5","32ab76b0-9a98-11ef-99d8-e9f86d7a8d12","s vysokoškolským vzděláním","s vysokoškolským vzděláním","se základním vzděláním","s vysokým příjmem","z většího města","se základním vzděláním","se základním vzděláním","z většího města","se základním vzděláním","z malé vesnice",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že stát by se měl postarat o blahobyt každého",", který si myslí, že gayové a lesby nemají mít práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","25 % voličů Pirátů má vysokoškolské vzdělání, ale 9 % voličů má základní vzdělání","73 % voličů Pirátů je nevěřících, ale 25 % voličů se identifikuje jako křesťané","26 % voličů Pirátů je z velkých měst, ale 26 % voličů je také z malých vesnic","32 % voličů Pirátů patří k pětině obyvatel s největším příjmem, ale 10 % voličů k pětině obyvatel s nejmenším příjmem","0","","3","0.6","QID140,QID159,QID164","0","","32ab76b0-9a98-11ef-99d8-e9f86d7a8d12",1,"Hlavní město Praha ",2,"Žena",71,1241664,"100.000+",0,"Střední bez maturity",7,-0.1,15,0.166666666666667,15,0.166666666666667,20,0.333333333333333,5,-0.166666666666667,"Over 60","ANO","Low"
"237","2024-11-04 11:37:40","2024-11-04 12:26:42","0","100","2942","1","2024-11-04 12:26:43","R_8jNfGJuaSRIt24x","anonymous","CS","1","","0","25","",2,1,"","3","Elementary knowledge",1,1,"4","2","1","1","1","2","1","1","9","","2","","","","","","","","","","","","","","","","","","","","1","........................---------------","4.774","14.374","16.974","3","7","9","3",".......................................................","106.523","110.108","113.276","2","5","8","4","0","10",6,14,10,13,10,7,14,11,5,17,4,9,5,11,14,"5","3","5","4","2","1","2","2","3","1","5","2","1","2","3","","01b39190-9a98-11ef-915b-0b899f505d76","s vysokým příjmem","s nižším příjmem","z malé vesnice","s vysokým příjmem","křesťanského přesvědčení","se základním vzděláním","se základním vzděláním","se vysokoškolským vzděláním","z malé vesnice","ateistického přesvědčení",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že stát by se měl postarat o blahobyt každého",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že vstup do EU Česku prospěl","","","","","0","","0","0","","0","","01b39190-9a98-11ef-915b-0b899f505d76",10,"Vysočina ",1,"Muž",37,1198,"500 - 1.999",0,"Střední bez maturity",6,-0.133333333333333,7,-0.1,11,0.0333333333333333,17,0.233333333333333,11,0.0333333333333333,"35 to 44",NA,"Low"
"238","2024-11-04 12:06:23","2024-11-04 12:28:01","0","100","1298","1","2024-11-04 12:28:01","R_2PpbgJuEZtXTihk","anonymous","CS","1","","0","0","",0,1,"","2","Elementary knowledge",2,0,"6","0","0","10","2","0","0","0","3","","1","2","","3","3","","0","","0","","","0","","10","","","0","","6","","1","LIDÉ S NÍZKÝMI PŘÍJMY,NE VOLIČI ODS A TOP09","18.176","281.986","294.588","4","10","11","3","VOLIČI ODS A TOP 09,LIDÉ S VYSOKÝMI PŘÍJMY ","8.706","8.706","76.456","1","2","10","2","0","10",5,18,7,20,6,4,15,9,6,20,5,5,6,6,18,"7","4","3","3","4","1","1","4","5","2","4","1","3","4","2","","09b0e510-9a98-11ef-8f0e-efe10089399a","s vysokoškolským vzděláním","s nižším příjmem","z malé vesnice","s vysokoškolským vzděláním","s vysokoškolským vzděláním","se základním vzděláním","s vysokým příjmem","z většího města","z malé vesnice","se základním vzděláním",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že gayové a lesby nemají mít práva v adopci dětí",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","","","","","0","","2","0.4","QID140,QID68","0","","09b0e510-9a98-11ef-8f0e-efe10089399a",1,"Hlavní město Praha ",1,"Muž",57,1241664,"100.000+",1,"Střední s maturitou, vyšší odborné",18,0.266666666666667,20,0.333333333333333,15,0.166666666666667,20,0.333333333333333,18,0.266666666666667,"45 to 60","SPD","Medium"
"239","2024-11-04 12:22:18","2024-11-04 12:30:23","0","100","484","1","2024-11-04 12:30:23","R_8DYHuH0V7KGXmAC","anonymous","CS","1","","0","0","",2,1,"","1","Very advanced knowledge",2,2,"8","8","8","8","8","8","8","8","5","","1","3","","2","2","","","8","8","","","","9","8","","","","7","8","","1","Mají rádi pravici i levici, ne však jako střed, ale že dokážou vnímat výhody obou směrů.","5.662","40.625","41.684","2","10","8","4","Netespektující názor druhého a řazení politiky nad člověka jako takového. Dále extrémistické a fanatické názory ","2.822","12.661","51.071","4","3","9","3","0","10",10,10,10,10,10,10,10,10,10,20,5,5,10,15,5,"5","4","4","1","3","1","5","1","1","3","4","1","3","3","2","8","ef6a2420-9a97-11ef-b742-4dcbee0aaeb1","křesťanského přesvědčení","s nižším příjmem","se základním vzděláním","s vysokoškolským vzděláním","s vysokým příjmem","ateistického přesvědčení","s vysokým příjmem","se vysokoškolským vzděláním","z malé vesnice","s nízkým příjmem",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že stát by se měl postarat o blahobyt každého",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","16 % voličů SPD má vysokoškolské vzdělání, ale 6 % voličů má základní vzdělání","65 % voličů SPD je nevěřících, ale 27 % voličů se identifikuje jako křesťané","32 % voličů SPD je z velkých měst, ale 17 % voličů je z malých vesnic","27 % voličů SPD patří k pětině obyvatel s největším příjmem, ale 17 % voličů k pětině obyvatel s nejmenším příjmem","0","","3","0.6","QID138,QID140,QID68","0","","ef6a2420-9a97-11ef-b742-4dcbee0aaeb1",3,"Jihočeský ",1,"Muž",29,29729,"20.000 - 99.999",1,"Střední s maturitou, vyšší odborné",10,0,10,0,10,0,20,0.333333333333333,5,-0.166666666666667,"Below 35","Pirati","Medium"
"240","2024-11-04 12:18:26","2024-11-04 12:31:58","0","100","812","1","2024-11-04 12:31:59","R_8KvzlkwRzwdowiV","anonymous","CS","1","","0","0","",2,1,"","1","Elementary knowledge",2,2,"8","0","0","8","7","0","0","0","1","","1","7","","3","3","7","","","","","6","","","","","8","","","","","1","káždý jedná podle sebe a dívá se na svět podobně ","17.109","83.696","125.754","2","7","10","4","každý to hodnotí podle sebe","18.686","18.686","43.957","1","5","9","3","10","0",5,15,10,5,10,15,5,10,15,10,5,15,10,10,10,"3","5","2","4","2","4","5","1","4","2","4","2","1","4","3","","0150b3f0-9a98-11ef-8b1c-3b0fa60b6140","s vysokým příjmem","s vysokoškolským vzděláním","se základním vzděláním","s vysokým příjmem","s vysokoškolským vzděláním","se základním vzděláním","s vysokým příjmem","z většího města","s nízkým příjmem","z malé vesnice",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","","","","","0","","4","0.8","QID140,QID159,QID164,QID68","0","","0150b3f0-9a98-11ef-8b1c-3b0fa60b6140",6,"Ústecký ",1,"Muž",53,1345,"500 - 1.999",0,"Střední bez maturity",5,-0.166666666666667,15,0.166666666666667,15,0.166666666666667,10,0,10,0,"45 to 60","ANO","Low"
"241","2024-11-04 12:20:30","2024-11-04 12:32:17","0","100","706","1","2024-11-04 12:32:17","R_8BQOniilV55L7ix","anonymous","CS","1","","0","0","",0,1,"","1","Elementary knowledge",0,1,"5","5","5","5","5","6","5","5","3","","2","","","","","","","","5","","","","","5","","","","","5","","1","Jsou to společenští lidé kteří si dokáží svůj názor obhájit i když jsou v menšině.Nemeni každou chvíli své politické strany podle jejich momentálních slibů a zůstávají věrni straně kterou si vybrali.","6.472","6.472","110.101","1","6","10","2","Jsou to vysokoškolské typy lidí kteří řeší většinou lídra dané politické strany a ne názor a stranu jako celek.Jsou to lidé kteří píší své názory na sociální síte ale na demonstrace nepřijdou,nemají čas podepsat petice ","15.4","169.2","169.801","2","6","11","2","0","10",7,15,8,12,6,12,6,18,6,23,6,1,13,12,5,"3","4","4","5","1","1","5","1","5","1","5","1","1","3","4","","30b39500-9a98-11ef-824c-b16dfbf3c0d3","křesťanského přesvědčení","s vysokoškolským vzděláním","z malé vesnice","s vysokoškolským vzděláním","křesťanského přesvědčení","se základním vzděláním","s vysokým příjmem","se vysokoškolským vzděláním","se základním vzděláním","ateistického přesvědčení",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","","","","","0","","3","0.75","QID140,QID159,QID164","0","","30b39500-9a98-11ef-824c-b16dfbf3c0d3",1,"Hlavní město Praha ",2,"Žena",49,1241664,"100.000+",0,"Střední bez maturity",7,-0.1,12,0.0666666666666667,18,0.266666666666667,23,0.433333333333333,13,0.1,"45 to 60","SPD","Medium"
"242","2024-11-04 12:22:42","2024-11-04 12:32:57","0","100","615","1","2024-11-04 12:32:58","R_2PYS57cyCoYfgw0","anonymous","CS","1","","0","25","",0,1,"","1","Moderate knowledge",0,0,"9","0","2","7","6","0","0","0","1","","1","2","","4","4","4","5","","","","5","0","","","","0","2","","","","1","lidi bez bydleni delnici lidi ktere trapi vysoke naklady","3.532","3.532","18.055","1","5","11","2","lidi co majis ve ybdleniz iji jinak nez ja ja ziju jako cikan po najmech :)","1.102","1.102","21.722","1","6","10","4","10","0",20,5,5,10,15,5,20,5,5,20,5,5,20,5,5,"0","4","4","4","3","2","1","4","4","3","5","3","3","4","2","","05895e80-9a98-11ef-ada2-ff5fc8913204","s vysokým příjmem","s vysokoškolským vzděláním","z malé vesnice","z většího města","z většího města","ateistického přesvědčení","s vysokým příjmem","z většího města","z malé vesnice","z malé vesnice",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že stát by se měl postarat o blahobyt každého",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát","","","","","0","","1","0.2","QID68","0","","05895e80-9a98-11ef-ada2-ff5fc8913204",13,"Zlínský ",1,"Muž",43,75660,"20.000 - 99.999",0,"Střední bez maturity",20,0.333333333333333,10,0,20,0.333333333333333,20,0.333333333333333,20,0.333333333333333,"35 to 44","ANO","Low"
"243","2024-11-04 12:06:08","2024-11-04 12:33:44","0","100","1656","1","2024-11-04 12:33:45","R_2IbozIbkS39HpCi","anonymous","CS","1","","0","0","",0,0,"","1","No knowledge",0,0,"10","0","2","5","8","1","0","0","1","","1","2","","3","3","10","0","","","","10","0","","","","1","0","","","","1","Jsou to lidi ktery už neco zažili s timyto stranamy ,vědi kto sliby a splni a kto nesplni jenom oblbuje lidi.","49.04","49.04","236.804","1","8","10","4","Myslim že tyhle lidi moc nerozmyšleji nad lidmy kolem sebe mysli jenom na sve dobro jiny je nezajimaji.
","48.108","48.108","162.792","1","3","8","2","0","10",11,10,9,5,18,7,14,11,5,12,11,7,13,11,6,"5","4","4","3","2","1","2","3","4","3","4","3","3","3","2","","336074c0-9a98-11ef-85f7-b3f56a8e8e07","s vysokoškolským vzděláním","s vysokoškolským vzděláním","z malé vesnice","s vysokým příjmem","s vysokým příjmem","se základním vzděláním","s vysokým příjmem","z většího města","s nízkým příjmem","ateistického přesvědčení",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","","","","","0","","1","0.2","QID68","0","","336074c0-9a98-11ef-85f7-b3f56a8e8e07",1,"Hlavní město Praha ",2,"Žena",64,1241664,"100.000+",0,"Střední bez maturity",11,0.0333333333333333,5,-0.166666666666667,14,0.133333333333333,NA,NA,13,0.1,"Over 60","ANO","Low"
"244","2024-11-04 12:29:05","2024-11-04 12:34:19","0","100","314","1","2024-11-04 12:34:19","R_2VKIOrsbn1IGL2x","anonymous","CS","1","","0","0","",0,1,"","1","Moderate knowledge",0,1,"1","0","0","10","0","0","0","0","3","","1","6","","3","3","","","","10","","","","","5","","","","","5","","1","Zdravý selský rozum nejsou to ovce ale lvi nenechají se ovládat nesmysli","8.043","8.043","34.781","1","8","9","3","Jsou to ovce souhlasí s výroky a nerozumí jim","7.181","7.181","22.661","1","8","9","3","0","10",1,7,22,0,9,21,0,8,22,0,6,24,0,2,28,"7","3","3","3","3","3","3","3","3","3","3","3","3","3","3","","20321890-9a98-11ef-91c1-4f900adbc308","s vysokým příjmem","s nižším příjmem","z malé vesnice","s vysokoškolským vzděláním","s vysokým příjmem","s nízkým příjmem","s vysokým příjmem","se vysokoškolským vzděláním","se základním vzděláním","s nízkým příjmem",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že vstup do EU Česku prospěl","","","","","0","","4","0.8","QID140,QID159,QID164,QID68","0","","20321890-9a98-11ef-91c1-4f900adbc308",1,"Hlavní město Praha ",2,"Žena",40,1241664,"100.000+",1,"Střední s maturitou, vyšší odborné",7,-0.1,0,-0.333333333333333,8,-0.0666666666666667,0,-0.333333333333333,0,-0.333333333333333,"35 to 44","SPD","Medium"
"245","2024-11-04 11:52:42","2024-11-04 12:36:29","0","100","2626","1","2024-11-04 12:36:30","R_8inwqFtBWmbm5Uu","anonymous","CS","1","","0","0","",0,1,"","1","Moderate knowledge",1,2,"8","5","7","7","5","5","5","5","1","","1","2","","4","4","5","5","","","","5","5","","","","6","4","","","","1","Protože patřím k věkově starší generaci (70 let), mohu hodnotit společenské problémy z vlastní zkušenosti, to je reálně prožité. Vadí mně obrovský pokles morálních hodnot ve společnosti, to, že negativní věci se stávají jakousi společností uznávanou ""normou"" a nikdo se nad nimi nepozastavuje. Přestože nejsem věřící v klasickém slova smyslu (církev, kostel apod.), velmi souhlasím s výrokem papeže Pavla VI., že ""největším hříchem dnešním lidí je to, že ztratili pojem hříchu"". Na druhé straně velice oceňuji ochotu a semknutost českého národa např. při sbírkách pro nemocné děti apod. Snažím se vidět svět a lidi pozitivně, i když mám mnoho výhrad k současné vládě a k tomu, v jakém ekonomickém stavu se nachází dnešní společnost. Věřím ale v ""selský rozum"" a v síly, které dokážou tento stav zvrátit.","11.228","410.245","436.203","7","10","11","4","Možná to jsou lidé, kteří ulpívají v minulosti a v dnešním světě se jim zdá vše špatné, vykolejené, nejsou žádné sociální jistoty, ""svět se zbláznil"". Tito lidé zřejmě nedokážou vidět svět z lepší stránky, ze zásady vše kritizují, a většinou je to tak, že bohužel patří ke starší generaci. Slýchávám od nich - vše je špatně, podívejte se, kam to vláda dovedla apod. I když také patřím k věkově starší generaci, snažím se vidět v realitě kolem nás především pozitiva.","204.276","291.885","395.006","3","4","10","3","0","10",7,10,13,10,10,10,6,12,12,12,12,6,10,11,9,"3","3","2","4","2","2","4","2","3","3","3","4","2","4","1","","27a2a1f0-9a98-11ef-a1e5-87639369d1a8","s vysokým příjmem","s vysokoškolským vzděláním","se základním vzděláním","z většího města","s vysokoškolským vzděláním","ateistického přesvědčení","se základním vzděláním","se vysokoškolským vzděláním","s nízkým příjmem","se základním vzděláním",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že gayové a lesby nemají mít práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že vstup do EU Česku prospěl","","","","","0","","3","0.6","QID140,QID159,QID68","0","","27a2a1f0-9a98-11ef-a1e5-87639369d1a8",11,"Jihomoravský ",2,"Žena",69,378965,"100.000+",1,"Střední s maturitou, vyšší odborné",10,0,10,0,12,0.0666666666666667,12,0.0666666666666667,11,0.0333333333333333,"Over 60","ANO","High"
"246","2024-11-04 12:07:03","2024-11-04 12:38:03","0","100","1860","1","2024-11-04 12:38:04","R_2florS5CTGyvlrb","anonymous","CS","1","","0","0","",1,1,"","1","Moderate knowledge",2,1,"5","4","3","5","5","3","2","2","1","","1","6","","3","3","5","","","","","5","","","","","4","","","","","1","Jsou nespokojeni s touto vládou","396.879","396.879","511.709","1","9","10","4","Nekompromisní voliči ODS, resp. SPOLU, žije se jim relativně dobře, nesnáší Babiše, SPD, KSČM","8.757","64.728","157.682","2","4","1","1","0","10",10,10,10,10,10,10,10,10,10,20,10,0,5,5,20,"4","5","2","5","4","3","3","1","2","3","4","3","3","3","1","","0085c9e0-9a98-11ef-abaf-99853c01eab2","křesťanského přesvědčení","s vysokoškolským vzděláním","se základním vzděláním","z většího města","s vysokoškolským vzděláním","s nízkým příjmem","se základním vzděláním","se vysokoškolským vzděláním","se základním vzděláním","s nízkým příjmem",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že gayové a lesby nemají mít práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát","","","","","0","","4","0.8","QID140,QID159,QID164,QID68","0","","0085c9e0-9a98-11ef-abaf-99853c01eab2",2,"Středočeský ",1,"Muž",56,4656,"2.000 - 4.999",1,"Střední s maturitou, vyšší odborné",10,0,10,0,10,0,20,0.333333333333333,20,0.333333333333333,"45 to 60","ANO","Medium"
"247","2024-11-04 12:23:41","2024-11-04 12:38:09","0","100","868","1","2024-11-04 12:38:10","R_89hPWymtMhylk8Q","anonymous","CS","1","","0","0","",2,0,"","1","Elementary knowledge",2,1,"5","5","5","5","5","5","5","5","1","","1","2","","4","4","5","5","","","","5","5","","","","5","5","","","","1","Přemýšliví, pracovití, lidé kompromisu.","9.644","9.644","42.451","1","8","11","4","Můžou mít odlišné názory, je ale důležité, aby v demokracii se všichni lidé shodli na nejlepším řešení pro všechny.","13.929","13.929","81.6","1","5","10","3","0","10",5,15,10,10,10,10,15,10,5,10,10,10,5,10,15,"5","4","4","4","3","2","4","2","3","4","3","2","4","4","1","","27f7de10-9a98-11ef-9240-196f1528d4ff","s vysokoškolským vzděláním","s vysokoškolským vzděláním","se základním vzděláním","s vysokým příjmem","s vysokoškolským vzděláním","s nízkým příjmem","s vysokým příjmem","z většího města","se základním vzděláním","se základním vzděláním",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát",", který si myslí, že stát by se měl postarat o blahobyt každého",", který si myslí, že vstup do EU Česku uškodil",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí","","","","","0","","5","1","QID68,QID164,QID140,QID159,QID138","0","","27f7de10-9a98-11ef-9240-196f1528d4ff",11,"Jihomoravský ",2,"Žena",63,2166,"2.000 - 4.999",1,"Střední s maturitou, vyšší odborné",15,0.166666666666667,10,0,10,0,NA,NA,15,0.166666666666667,"Over 60","ANO","Medium"
"248","2024-11-04 12:26:58","2024-11-04 12:38:12","0","100","673","1","2024-11-04 12:38:12","R_8P5MOOVJnavi7RY","anonymous","CS","1","","0","0","",1,1,"","2","Moderate knowledge",1,0,"6","0","0","8","5","0","0","0","3","","1","4","","3","3","","","","5","","","","","5","","","","","3","","1","Že berou život jinak než většina politiků - berou ho se selským rozumem a v první řadě se zajímají o to, jak se budou lidé mít a ne o to, kde kdo kolik nahrabe ","88.156","145.108","159.892","3","9","11","5","Nejsem schopen je vnímat jakkoliv pozitivně(ikdyž každý má jiný pohled na svět, tak jejich názor respektuju), každopádně se svým chápáním a rozumem nedokážu tyto lidi vůbec poslouchat, protože to co se snaží prosazovat popírá snad veškerý zdravý rozum ","7.198","60.079","113.589","3","2","8","1","0","10",11,11,8,6,12,12,10,10,10,11,9,10,0,30,0,"7","3","3","3","4","3","3","3","4","2","4","2","1","4","3","","eb33bf40-9a97-11ef-8e72-df0b76e8f9a1","s vysokým příjmem","s nižším příjmem","se základním vzděláním","s vysokoškolským vzděláním","křesťanského přesvědčení","s nízkým příjmem","s vysokým příjmem","se vysokoškolským vzděláním","se základním vzděláním","ateistického přesvědčení",", který si myslí, že gayové a lesby by měli mít plná práva v adopci dětí",", který si myslí, že stát by se měl postarat o blahobyt každého",", který si myslí, že gayové a lesby nemají mít práva v adopci dětí",", který si myslí, že vstup do EU Česku prospěl",", který si myslí, že stát každý je sám zopodvědný za svůj blahobyt, a ne stát","","","","","0","","4","0.8","QID140,QID159,QID164,QID68","0","","eb33bf40-9a97-11ef-8e72-df0b76e8f9a1",2,"Středočeský ",1,"Muž",28,8662,"5.000 - 19.999",0,"Základní",11,0.0333333333333333,12,0.0666666666666667,10,0,11,0.0333333333333333,30,0.666666666666667,"Below 35","SPD","Low"
